DateTime,Junction,Vehicles,ID,day,holiday,weather condition
11/5/2015 2:00,1,18,20151105021,Monday,No,sunny
11/5/2015 3:00,1,13,20151105031,Tuesday,No,sunny
11/5/2015 4:00,1,13,20151105041,Wednesday,Yes,rainy
11/5/2015 5:00,1,9,20151105051,Thursday,No,dry
11/5/2015 6:00,1,12,20151105061,Friday,Yes,sunny
11/5/2015 7:00,1,12,20151105071,Saturday,Yes,sunny
11/5/2015 8:00,1,15,20151105081,Sunday,Yes,sunny
11/5/2015 9:00,1,16,20151105091,Monday,No,rainy
11/5/2015 10:00,1,23,20151105101,Tuesday,Yes,sunny
11/5/2015 11:00,1,24,20151105111,Wednesday,Yes,sunny
11/5/2015 12:00,1,25,20151105121,Thursday,Yes,sunny
11/5/2015 13:00,1,24,20151105131,Friday,Yes,rainy
11/5/2015 14:00,1,26,20151105141,Saturday,No,dry
11/5/2015 15:00,1,22,20151105151,Sunday,Yes,sunny
11/5/2015 16:00,1,20,20151105161,Monday,Yes,sunny
11/5/2015 17:00,1,20,20151105171,Tuesday,Yes,sunny
11/5/2015 18:00,1,22,20151105181,Wednesday,No,rainy
11/5/2015 19:00,1,26,20151105191,Thursday,No,sunny
11/5/2015 20:00,1,22,20151105201,Friday,No,sunny
11/5/2015 21:00,1,21,20151105211,Saturday,No,sunny
11/5/2015 22:00,1,21,20151105221,Sunday,No,rainy
11/5/2015 23:00,1,21,20151105231,Monday,Yes,dry
11/6/2015 0:00,1,16,20151106001,Tuesday,No,sunny
11/6/2015 1:00,1,18,20151106011,Wednesday,No,sunny
11/6/2015 2:00,1,19,20151106021,Thursday,No,sunny
11/6/2015 3:00,1,14,20151106031,Friday,Yes,rainy
11/6/2015 4:00,1,12,20151106041,Saturday,No,sunny
11/6/2015 5:00,1,13,20151106051,Sunday,Yes,sunny
11/6/2015 6:00,1,14,20151106061,Monday,Yes,sunny
11/6/2015 7:00,1,14,20151106071,Tuesday,No,rainy
11/6/2015 8:00,1,13,20151106081,Wednesday,Yes,dry
11/6/2015 9:00,1,20,20151106091,Thursday,Yes,sunny
11/6/2015 10:00,1,22,20151106101,Friday,No,sunny
11/6/2015 11:00,1,26,20151106111,Saturday,Yes,sunny
11/6/2015 12:00,1,26,20151106121,Sunday,No,rainy
11/6/2015 13:00,1,21,20151106131,Monday,No,sunny
11/6/2015 14:00,1,23,20151106141,Tuesday,No,sunny
11/6/2015 15:00,1,23,20151106151,Wednesday,No,sunny
11/6/2015 16:00,1,19,20151106161,Thursday,No,rainy
11/6/2015 17:00,1,19,20151106171,Friday,No,dry
11/6/2015 18:00,1,20,20151106181,Saturday,No,sunny
11/6/2015 19:00,1,24,20151106191,Sunday,No,sunny
11/6/2015 20:00,1,18,20151106201,Monday,Yes,sunny
11/6/2015 21:00,1,19,20151106211,Tuesday,No,rainy
11/6/2015 22:00,1,16,20151106221,Wednesday,No,sunny
11/6/2015 23:00,1,17,20151106231,Thursday,No,sunny
11/7/2015 0:00,1,16,20151107001,Friday,No,sunny
11/7/2015 1:00,1,16,20151107011,Saturday,No,rainy
11/7/2015 2:00,1,10,20151107021,Sunday,No,dry
11/7/2015 3:00,1,9,20151107031,Monday,No,sunny
11/7/2015 4:00,1,8,20151107041,Tuesday,Yes,sunny
11/7/2015 5:00,1,7,20151107051,Wednesday,No,sunny
11/7/2015 6:00,1,9,20151107061,Thursday,Yes,rainy
11/7/2015 7:00,1,8,20151107071,Friday,No,sunny
11/7/2015 8:00,1,12,20151107081,Saturday,No,sunny
11/7/2015 9:00,1,13,20151107091,Sunday,Yes,sunny
11/7/2015 10:00,1,17,20151107101,Monday,No,rainy
11/7/2015 11:00,1,14,20151107111,Tuesday,No,dry
11/7/2015 12:00,1,14,20151107121,Wednesday,No,sunny
11/7/2015 13:00,1,14,20151107131,Thursday,No,sunny
11/7/2015 14:00,1,14,20151107141,Friday,No,sunny
11/7/2015 15:00,1,11,20151107151,Saturday,No,rainy
11/7/2015 16:00,1,15,20151107161,Sunday,Yes,sunny
11/7/2015 17:00,1,13,20151107171,Monday,Yes,sunny
11/7/2015 18:00,1,12,20151107181,Tuesday,Yes,sunny
11/7/2015 19:00,1,17,20151107191,Wednesday,No,rainy
11/7/2015 20:00,1,18,20151107201,Thursday,No,dry
11/7/2015 21:00,1,17,20151107211,Friday,No,sunny
11/7/2015 22:00,1,16,20151107221,Saturday,Yes,sunny
11/7/2015 23:00,1,15,20151107231,Sunday,No,sunny
11/8/2015 0:00,1,13,20151108001,Monday,No,rainy
11/8/2015 1:00,1,16,20151108011,Tuesday,Yes,sunny
11/8/2015 2:00,1,11,20151108021,Wednesday,No,sunny
11/8/2015 3:00,1,8,20151108031,Thursday,Yes,sunny
11/8/2015 4:00,1,10,20151108041,Friday,Yes,rainy
11/8/2015 5:00,1,10,20151108051,Saturday,Yes,dry
11/8/2015 6:00,1,10,20151108061,Sunday,No,sunny
11/8/2015 7:00,1,9,20151108071,Monday,No,sunny
11/8/2015 8:00,1,11,20151108081,Tuesday,No,sunny
11/8/2015 9:00,1,12,20151108091,Wednesday,Yes,rainy
11/8/2015 10:00,1,18,20151108101,Thursday,Yes,sunny
11/8/2015 11:00,1,14,20151108111,Friday,No,sunny
11/8/2015 12:00,1,17,20151108121,Saturday,No,sunny
11/8/2015 13:00,1,14,20151108131,Sunday,No,rainy
11/8/2015 14:00,1,14,20151108141,Monday,No,dry
11/8/2015 15:00,1,14,20151108151,Tuesday,No,sunny
11/8/2015 16:00,1,12,20151108161,Wednesday,Yes,sunny
11/8/2015 17:00,1,14,20151108171,Thursday,Yes,sunny
11/8/2015 18:00,1,18,20151108181,Friday,Yes,rainy
11/8/2015 19:00,1,13,20151108191,Saturday,Yes,sunny
11/8/2015 20:00,1,16,20151108201,Sunday,Yes,sunny
11/8/2015 21:00,1,18,20151108211,Monday,Yes,sunny
11/8/2015 22:00,1,14,20151108221,Tuesday,No,rainy
11/8/2015 23:00,1,14,20151108231,Wednesday,Yes,dry
11/9/2015 0:00,1,13,20151109001,Thursday,Yes,sunny
11/9/2015 1:00,1,15,20151109011,Friday,Yes,sunny
11/9/2015 2:00,1,11,20151109021,Saturday,No,sunny
11/9/2015 3:00,1,10,20151109031,Sunday,No,rainy
11/9/2015 4:00,1,9,20151109041,Monday,No,sunny
11/9/2015 5:00,1,8,20151109051,Tuesday,Yes,sunny
11/9/2015 6:00,1,8,20151109061,Wednesday,Yes,sunny
11/9/2015 7:00,1,10,20151109071,Thursday,Yes,rainy
11/9/2015 8:00,1,11,20151109081,Friday,No,dry
11/9/2015 9:00,1,17,20151109091,Saturday,No,sunny
11/9/2015 10:00,1,19,20151109101,Sunday,No,sunny
11/9/2015 11:00,1,22,20151109111,Monday,No,sunny
11/9/2015 12:00,1,23,20151109121,Tuesday,Yes,rainy
11/9/2015 13:00,1,23,20151109131,Wednesday,Yes,sunny
11/9/2015 14:00,1,24,20151109141,Thursday,Yes,sunny
11/9/2015 15:00,1,24,20151109151,Friday,Yes,sunny
11/9/2015 16:00,1,19,20151109161,Saturday,Yes,rainy
11/9/2015 17:00,1,19,20151109171,Sunday,Yes,dry
11/9/2015 18:00,1,20,20151109181,Monday,No,sunny
11/9/2015 19:00,1,31,20151109191,Tuesday,Yes,sunny
11/9/2015 20:00,1,25,20151109201,Wednesday,No,sunny
11/9/2015 21:00,1,35,20151109211,Thursday,No,rainy
11/9/2015 22:00,1,21,20151109221,Friday,Yes,sunny
11/9/2015 23:00,1,24,20151109231,Saturday,No,sunny
11/10/2015 0:00,1,19,20151110001,Sunday,No,sunny
11/10/2015 1:00,1,19,20151110011,Monday,No,rainy
11/10/2015 2:00,1,18,20151110021,Tuesday,Yes,dry
11/10/2015 3:00,1,17,20151110031,Wednesday,Yes,sunny
11/10/2015 4:00,1,12,20151110041,Thursday,No,sunny
11/10/2015 5:00,1,10,20151110051,Friday,Yes,sunny
11/10/2015 6:00,1,14,20151110061,Saturday,No,rainy
11/10/2015 7:00,1,15,20151110071,Sunday,Yes,sunny
11/10/2015 8:00,1,14,20151110081,Monday,Yes,sunny
11/10/2015 9:00,1,34,20151110091,Tuesday,No,sunny
11/10/2015 10:00,1,40,20151110101,Wednesday,Yes,rainy
11/10/2015 11:00,1,38,20151110111,Thursday,No,dry
11/10/2015 12:00,1,36,20151110121,Friday,No,sunny
11/10/2015 13:00,1,27,20151110131,Saturday,Yes,sunny
11/10/2015 14:00,1,48,20151110141,Sunday,Yes,sunny
11/10/2015 15:00,1,43,20151110151,Monday,No,rainy
11/10/2015 16:00,1,41,20151110161,Tuesday,No,sunny
11/10/2015 17:00,1,35,20151110171,Wednesday,Yes,sunny
11/10/2015 18:00,1,40,20151110181,Thursday,No,sunny
11/10/2015 19:00,1,40,20151110191,Friday,No,rainy
11/10/2015 20:00,1,40,20151110201,Saturday,No,dry
11/10/2015 21:00,1,36,20151110211,Sunday,No,sunny
11/10/2015 22:00,1,37,20151110221,Monday,No,sunny
11/10/2015 23:00,1,35,20151110231,Tuesday,No,sunny
11/11/2015 0:00,1,28,20151111001,Wednesday,No,rainy
11/11/2015 1:00,1,25,20151111011,Thursday,Yes,sunny
11/11/2015 2:00,1,19,20151111021,Friday,No,sunny
11/11/2015 3:00,1,21,20151111031,Saturday,No,sunny
11/11/2015 4:00,1,20,20151111041,Sunday,No,rainy
11/11/2015 5:00,1,15,20151111051,Monday,Yes,dry
11/11/2015 6:00,1,17,20151111061,Tuesday,No,sunny
11/11/2015 7:00,1,14,20151111071,Wednesday,Yes,sunny
11/11/2015 8:00,1,19,20151111081,Thursday,No,sunny
11/11/2015 9:00,1,22,20151111091,Friday,No,rainy
11/11/2015 10:00,1,30,20151111101,Saturday,Yes,sunny
11/11/2015 11:00,1,26,20151111111,Sunday,No,sunny
11/11/2015 12:00,1,26,20151111121,Monday,Yes,sunny
11/11/2015 13:00,1,23,20151111131,Tuesday,No,rainy
11/11/2015 14:00,1,23,20151111141,Wednesday,No,dry
11/11/2015 15:00,1,24,20151111151,Thursday,No,sunny
11/11/2015 16:00,1,22,20151111161,Friday,Yes,sunny
11/11/2015 17:00,1,24,20151111171,Saturday,Yes,sunny
11/11/2015 18:00,1,26,20151111181,Sunday,No,rainy
11/11/2015 19:00,1,27,20151111191,Monday,Yes,sunny
11/11/2015 20:00,1,22,20151111201,Tuesday,No,sunny
11/11/2015 21:00,1,23,20151111211,Wednesday,No,sunny
11/11/2015 22:00,1,22,20151111221,Thursday,Yes,rainy
11/11/2015 23:00,1,22,20151111231,Friday,Yes,dry
11/12/2015 0:00,1,22,20151112001,Saturday,Yes,sunny
11/12/2015 1:00,1,17,20151112011,Sunday,No,sunny
11/12/2015 2:00,1,15,20151112021,Monday,Yes,sunny
11/12/2015 3:00,1,12,20151112031,Tuesday,No,rainy
11/12/2015 4:00,1,13,20151112041,Wednesday,Yes,sunny
11/12/2015 5:00,1,9,20151112051,Thursday,No,sunny
11/12/2015 6:00,1,14,20151112061,Friday,Yes,sunny
11/12/2015 7:00,1,13,20151112071,Saturday,No,rainy
11/12/2015 8:00,1,15,20151112081,Sunday,No,dry
11/12/2015 9:00,1,27,20151112091,Monday,Yes,sunny
11/12/2015 10:00,1,39,20151112101,Tuesday,No,sunny
11/12/2015 11:00,1,40,20151112111,Wednesday,Yes,sunny
11/12/2015 12:00,1,36,20151112121,Thursday,No,rainy
11/12/2015 13:00,1,34,20151112131,Friday,No,sunny
11/12/2015 14:00,1,33,20151112141,Saturday,No,sunny
11/12/2015 15:00,1,28,20151112151,Sunday,No,sunny
11/12/2015 16:00,1,30,20151112161,Monday,Yes,rainy
11/12/2015 17:00,1,26,20151112171,Tuesday,No,dry
11/12/2015 18:00,1,30,20151112181,Wednesday,No,sunny
11/12/2015 19:00,1,35,20151112191,Thursday,No,sunny
11/12/2015 20:00,1,38,20151112201,Friday,No,sunny
11/12/2015 21:00,1,34,20151112211,Saturday,No,rainy
11/12/2015 22:00,1,30,20151112221,Sunday,Yes,sunny
11/12/2015 23:00,1,27,20151112231,Monday,No,sunny
11/13/2015 0:00,1,24,20151113001,Tuesday,No,sunny
11/13/2015 1:00,1,21,20151113011,Wednesday,Yes,rainy
11/13/2015 2:00,1,16,20151113021,Thursday,Yes,dry
11/13/2015 3:00,1,16,20151113031,Friday,No,sunny
11/13/2015 4:00,1,13,20151113041,Saturday,No,sunny
11/13/2015 5:00,1,11,20151113051,Sunday,No,sunny
11/13/2015 6:00,1,13,20151113061,Monday,Yes,rainy
11/13/2015 7:00,1,15,20151113071,Tuesday,No,sunny
11/13/2015 8:00,1,17,20151113081,Wednesday,No,sunny
11/13/2015 9:00,1,18,20151113091,Thursday,Yes,sunny
11/13/2015 10:00,1,24,20151113101,Friday,No,rainy
11/13/2015 11:00,1,41,20151113111,Saturday,No,dry
11/13/2015 12:00,1,29,20151113121,Sunday,No,sunny
11/13/2015 13:00,1,25,20151113131,Monday,Yes,sunny
11/13/2015 14:00,1,25,20151113141,Tuesday,Yes,sunny
11/13/2015 15:00,1,26,20151113151,Wednesday,Yes,rainy
11/13/2015 16:00,1,25,20151113161,Thursday,No,sunny
11/13/2015 17:00,1,24,20151113171,Friday,Yes,sunny
11/13/2015 18:00,1,26,20151113181,Saturday,No,sunny
11/13/2015 19:00,1,24,20151113191,Sunday,No,rainy
11/13/2015 20:00,1,28,20151113201,Monday,No,dry
11/13/2015 21:00,1,22,20151113211,Tuesday,No,sunny
11/13/2015 22:00,1,23,20151113221,Wednesday,Yes,sunny
11/13/2015 23:00,1,18,20151113231,Thursday,No,sunny
11/14/2015 0:00,1,21,20151114001,Friday,No,rainy
11/14/2015 1:00,1,20,20151114011,Saturday,Yes,sunny
11/14/2015 2:00,1,15,20151114021,Sunday,No,sunny
11/14/2015 3:00,1,13,20151114031,Monday,No,sunny
11/14/2015 4:00,1,10,20151114041,Tuesday,No,rainy
11/14/2015 5:00,1,10,20151114051,Wednesday,No,dry
11/14/2015 6:00,1,12,20151114061,Thursday,No,sunny
11/14/2015 7:00,1,9,20151114071,Friday,No,sunny
11/14/2015 8:00,1,11,20151114081,Saturday,No,sunny
11/14/2015 9:00,1,15,20151114091,Sunday,Yes,rainy
11/14/2015 10:00,1,16,20151114101,Monday,Yes,sunny
11/14/2015 11:00,1,16,20151114111,Tuesday,Yes,sunny
11/14/2015 12:00,1,12,20151114121,Wednesday,No,sunny
11/14/2015 13:00,1,11,20151114131,Thursday,No,rainy
11/14/2015 14:00,1,14,20151114141,Friday,Yes,dry
11/14/2015 15:00,1,16,20151114151,Saturday,No,sunny
11/14/2015 16:00,1,18,20151114161,Sunday,Yes,sunny
11/14/2015 17:00,1,13,20151114171,Monday,No,sunny
11/14/2015 18:00,1,17,20151114181,Tuesday,Yes,rainy
11/14/2015 19:00,1,15,20151114191,Wednesday,Yes,sunny
11/14/2015 20:00,1,19,20151114201,Thursday,No,sunny
11/14/2015 21:00,1,15,20151114211,Friday,No,sunny
11/14/2015 22:00,1,19,20151114221,Saturday,Yes,rainy
11/14/2015 23:00,1,15,20151114231,Sunday,Yes,dry
11/15/2015 0:00,1,15,20151115001,Monday,No,sunny
11/15/2015 1:00,1,13,20151115011,Tuesday,No,sunny
11/15/2015 2:00,1,14,20151115021,Wednesday,Yes,sunny
11/15/2015 3:00,1,10,20151115031,Thursday,Yes,rainy
11/15/2015 4:00,1,8,20151115041,Friday,Yes,sunny
11/15/2015 5:00,1,9,20151115051,Saturday,Yes,sunny
11/15/2015 6:00,1,9,20151115061,Sunday,Yes,sunny
11/15/2015 7:00,1,9,20151115071,Monday,No,rainy
11/15/2015 8:00,1,9,20151115081,Tuesday,Yes,dry
11/15/2015 9:00,1,16,20151115091,Wednesday,No,sunny
11/15/2015 10:00,1,18,20151115101,Thursday,Yes,sunny
11/15/2015 11:00,1,18,20151115111,Friday,Yes,sunny
11/15/2015 12:00,1,17,20151115121,Saturday,No,rainy
11/15/2015 13:00,1,18,20151115131,Sunday,Yes,sunny
11/15/2015 14:00,1,14,20151115141,Monday,Yes,sunny
11/15/2015 15:00,1,15,20151115151,Tuesday,No,sunny
11/15/2015 16:00,1,13,20151115161,Wednesday,No,rainy
11/15/2015 17:00,1,15,20151115171,Thursday,Yes,dry
11/15/2015 18:00,1,19,20151115181,Friday,No,sunny
11/15/2015 19:00,1,18,20151115191,Saturday,Yes,sunny
11/15/2015 20:00,1,21,20151115201,Sunday,No,sunny
11/15/2015 21:00,1,17,20151115211,Monday,No,rainy
11/15/2015 22:00,1,17,20151115221,Tuesday,No,sunny
11/15/2015 23:00,1,15,20151115231,Wednesday,Yes,sunny
11/16/2015 0:00,1,17,20151116001,Thursday,No,sunny
11/16/2015 1:00,1,14,20151116011,Friday,Yes,rainy
11/16/2015 2:00,1,13,20151116021,Saturday,Yes,dry
11/16/2015 3:00,1,15,20151116031,Sunday,Yes,sunny
11/16/2015 4:00,1,12,20151116041,Monday,Yes,sunny
11/16/2015 5:00,1,12,20151116051,Tuesday,Yes,sunny
11/16/2015 6:00,1,13,20151116061,Wednesday,Yes,rainy
11/16/2015 7:00,1,14,20151116071,Thursday,No,sunny
11/16/2015 8:00,1,13,20151116081,Friday,No,sunny
11/16/2015 9:00,1,16,20151116091,Saturday,Yes,sunny
11/16/2015 10:00,1,26,20151116101,Sunday,No,rainy
11/16/2015 11:00,1,21,20151116111,Monday,No,dry
11/16/2015 12:00,1,26,20151116121,Tuesday,Yes,sunny
11/16/2015 13:00,1,24,20151116131,Wednesday,Yes,sunny
11/16/2015 14:00,1,26,20151116141,Thursday,Yes,sunny
11/16/2015 15:00,1,22,20151116151,Friday,No,rainy
11/16/2015 16:00,1,24,20151116161,Saturday,Yes,sunny
11/16/2015 17:00,1,26,20151116171,Sunday,Yes,sunny
11/16/2015 18:00,1,23,20151116181,Monday,Yes,sunny
11/16/2015 19:00,1,29,20151116191,Tuesday,Yes,rainy
11/16/2015 20:00,1,31,20151116201,Wednesday,No,dry
11/16/2015 21:00,1,27,20151116211,Thursday,No,sunny
11/16/2015 22:00,1,27,20151116221,Friday,No,sunny
11/16/2015 23:00,1,26,20151116231,Saturday,No,sunny
11/17/2015 0:00,1,23,20151117001,Sunday,Yes,rainy
11/17/2015 1:00,1,21,20151117011,Monday,No,sunny
11/17/2015 2:00,1,19,20151117021,Tuesday,Yes,sunny
11/17/2015 3:00,1,16,20151117031,Wednesday,No,sunny
11/17/2015 4:00,1,11,20151117041,Thursday,Yes,rainy
11/17/2015 5:00,1,11,20151117051,Friday,Yes,dry
11/17/2015 6:00,1,15,20151117061,Saturday,No,sunny
11/17/2015 7:00,1,12,20151117071,Sunday,Yes,sunny
11/17/2015 8:00,1,12,20151117081,Monday,Yes,sunny
11/17/2015 9:00,1,18,20151117091,Tuesday,No,rainy
11/17/2015 10:00,1,31,20151117101,Wednesday,No,sunny
11/17/2015 11:00,1,42,20151117111,Thursday,Yes,sunny
11/17/2015 12:00,1,37,20151117121,Friday,No,sunny
11/17/2015 13:00,1,30,20151117131,Saturday,No,rainy
11/17/2015 14:00,1,33,20151117141,Sunday,Yes,dry
11/17/2015 15:00,1,28,20151117151,Monday,No,sunny
11/17/2015 16:00,1,29,20151117161,Tuesday,No,sunny
11/17/2015 17:00,1,28,20151117171,Wednesday,No,sunny
11/17/2015 18:00,1,28,20151117181,Thursday,Yes,rainy
11/17/2015 19:00,1,31,20151117191,Friday,Yes,sunny
11/17/2015 20:00,1,28,20151117201,Saturday,No,sunny
11/17/2015 21:00,1,26,20151117211,Sunday,No,sunny
11/17/2015 22:00,1,26,20151117221,Monday,Yes,rainy
11/17/2015 23:00,1,27,20151117231,Tuesday,No,dry
11/18/2015 0:00,1,24,20151118001,Wednesday,No,sunny
11/18/2015 1:00,1,23,20151118011,Thursday,No,sunny
11/18/2015 2:00,1,20,20151118021,Friday,No,sunny
11/18/2015 3:00,1,19,20151118031,Saturday,No,rainy
11/18/2015 4:00,1,20,20151118041,Sunday,Yes,sunny
11/18/2015 5:00,1,16,20151118051,Monday,No,sunny
11/18/2015 6:00,1,19,20151118061,Tuesday,No,sunny
11/18/2015 7:00,1,16,20151118071,Wednesday,Yes,rainy
11/18/2015 8:00,1,17,20151118081,Thursday,No,dry
11/18/2015 9:00,1,19,20151118091,Friday,No,sunny
11/18/2015 10:00,1,30,20151118101,Saturday,Yes,sunny
11/18/2015 11:00,1,44,20151118111,Sunday,No,sunny
11/18/2015 12:00,1,35,20151118121,Monday,Yes,rainy
11/18/2015 13:00,1,34,20151118131,Tuesday,No,sunny
11/18/2015 14:00,1,31,20151118141,Wednesday,Yes,sunny
11/18/2015 15:00,1,31,20151118151,Thursday,No,sunny
11/18/2015 16:00,1,28,20151118161,Friday,Yes,rainy
11/18/2015 17:00,1,34,20151118171,Saturday,Yes,dry
11/18/2015 18:00,1,37,20151118181,Sunday,No,sunny
11/18/2015 19:00,1,37,20151118191,Monday,No,sunny
11/18/2015 20:00,1,34,20151118201,Tuesday,Yes,sunny
11/18/2015 21:00,1,31,20151118211,Wednesday,No,rainy
11/18/2015 22:00,1,29,20151118221,Thursday,Yes,sunny
11/18/2015 23:00,1,28,20151118231,Friday,No,sunny
11/19/2015 0:00,1,32,20151119001,Saturday,Yes,sunny
11/19/2015 1:00,1,23,20151119011,Sunday,No,rainy
11/19/2015 2:00,1,20,20151119021,Monday,No,dry
11/19/2015 3:00,1,16,20151119031,Tuesday,Yes,sunny
11/19/2015 4:00,1,18,20151119041,Wednesday,Yes,sunny
11/19/2015 5:00,1,17,20151119051,Thursday,Yes,sunny
